Наименование^Держатель фена Ledeme 35 L3530,Категория^aksessuary,Артикул^L3530,Коллекция^35,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,"Способ монтажа^На одно отверстие, Настенные",Цвет^Хром,Материал^Металлические,Стиль^Современные,images_path^./images/aksessuary//L3530/derzhatel-fena-ledeme-35-l35301.jpg
Наименование^Мыльница Ledeme  L331,Категория^aksessuary,Артикул^L331,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Материал^Металлические,images_path^./images/aksessuary//L331/mylnica-ledeme-l3311.jpg
Наименование^Крючки Ledeme  L209-6 Хром,Категория^aksessuary,Артикул^L209-6,Размеры (см.)^–x–x– см.,Материал^Металлический,Цвет^Хром,Гарантийный срок^1 год,Материал^Металлические,images_path^./images/aksessuary//L209-6/kryuchok-ledeme-l209-61.jpg
Наименование^Бумагодержатель Ledeme 19 L1903 Хром,Категория^aksessuary,Артикул^L1903,Коллекция^19,Размеры (см.)^–x–x– см.,Материал^Латунь,Цвет^Хром,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L1903/derzhatel-dlya-tualetnoj-bumagi-ledeme-l19031.jpg
Наименование^Держатель для бумажных полотенец Ledeme 57 L5703-2,Категория^aksessuary,Артикул^L5703-2,Коллекция^57,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,Цвет^Хром,Материал^Металлические,Стиль^Современные,Назначение^Для полотенец,Тип^Для бумажных полотенец,"images_path^./images/aksessuary//L5703-2/derzhatel-dlya-bumazhnykh-polotenec-ledeme-57-l5703-21.jpg,./images/aksessuary//L5703-2/derzhatel-dlya-bumazhnykh-polotenec-ledeme-57-l5703-22.jpg"
Наименование^Стакан для ванной Ledeme 37 L3706,Категория^aksessuary,Артикул^L3706,Коллекция^37,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,"Способ монтажа^На присосках, Настенные","Цвет^Белые, Хром","Материал^Металлические, Пластиковые",Стиль^Хайтек,images_path^./images/aksessuary//L3706/derzhatel-dlya-zubnykh-shhetok-ledeme-l37061.jpg
Наименование^Крючки Ledeme  L204-3 Хром,Категория^aksessuary,Артикул^L204-3,Размеры (см.)^–x–x– см.,Материал^Металлический,Цвет^Хром,Гарантийный срок^1 год,Материал^Металлические,images_path^./images/aksessuary//L204-3/kryuchok-ledeme-l204-33.jpg
Наименование^Дозатор для жидкого мыла Ledeme  L405-2,Категория^aksessuary,Артикул^L405-2,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Объем^0.4 л,"Цвет^Белые, Хром","Материал^Нержавеющая сталь, Пластиковые",Стиль^Современные,Назначение^Для кухни,images_path^./images/aksessuary//L405-2/dozator-zhidkogo-myla-ledeme-l405-2001.jpg
Наименование^Дозатор для жидкого мыла Ledeme 19 L1927,Категория^aksessuary,Артикул^L1927,Коллекция^19,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L1927/dozator-zhidkogo-myla-ledeme-l19271.jpg
Наименование^Ершик для унитаза Ledeme 38 L3810,Категория^aksessuary,Артикул^L3810,Коллекция^38,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L3810/ershik-ledeme-l38101.jpg
Наименование^Планка с 5-ю крючками Ledeme 55 L5516-5,Категория^aksessuary,Артикул^L5516-5,Коллекция^55,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,Цвет^Черные,Материал^Алюминиевые,Стиль^Современные,Количество^5 крючков,images_path^./images/aksessuary//L5516-5/kryuchok-ledeme-l5516-5001.jpg
Наименование^Мыльница Ledeme 37 L3702,Категория^aksessuary,Артикул^L3702,Коллекция^37,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L3702/mylnica-ledeme-l37021.jpg
Наименование^Крючки Ledeme  L213-1,Категория^aksessuary,Артикул^L213-1,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Материал^Металлические,images_path^./images/aksessuary//L213-1/kryuchok-ledeme-l213-11.jpg
Наименование^Корзина для вилок и ложек Ledeme  L363,Категория^aksessuary,Артикул^L363,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Способ монтажа^Настольные,Цвет^Хром,Материал^Металлические,Стиль^Современные,Назначение^Для кухни,Тип^Решетчатые,images_path^./images/aksessuary//L363/korzina-dlya-vilok-i-lozhek-ledeme-l3631.jpg
Наименование^Мыльница Ledeme 33 L3302-2 Хром,Категория^aksessuary,Артикул^L3302-2,Коллекция^33,Размеры (см.)^–x–x– см.,Материал^Латунь,Цвет^Хром,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L3302-2/mylnica-ledeme-l3302-21.jpg
Наименование^Планка с 6-ю подвижными крючками Ledeme 301 L30191-6,Категория^aksessuary,Артикул^L30191-6,Коллекция^301,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,Цвет^Хром,Материал^Металлические,Стиль^Современные,Назначение^Для полотенец,Количество^6 крючков,"images_path^./images/aksessuary//L30191-6/kryuchok-ledeme-l30191-60011.jpg,./images/aksessuary//L30191-6/kryuchok-ledeme-l30191-60021.jpg"
Наименование^Планка с 6-ю подвижными крючками Ledeme 301B L30191B-6,Категория^aksessuary,Артикул^L30191B-6,Коллекция^301B,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,"Цвет^Хром, Синие","Материал^Металлические, Пластиковые",Стиль^Современные,Назначение^Для полотенец,Количество^6 крючков,"images_path^./images/aksessuary//L30191B-6/kryuchok-ledeme-l30191b-60011.jpg,./images/aksessuary//L30191B-6/kryuchok-ledeme-l30191b-60021.jpg"
Наименование^Планка с 6-ю подвижными крючками Ledeme 301P L30191P-6,Категория^aksessuary,Артикул^L30191P-6,Коллекция^301P,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,"Цвет^Хром, Зеленые","Материал^Металлические, Пластиковые",Стиль^Современные,Назначение^Для полотенец,Количество^6 крючков,"images_path^./images/aksessuary//L30191P-6/kryuchok-ledeme-l30191p-60011.jpg,./images/aksessuary//L30191P-6/kryuchok-ledeme-l30191p-60021.jpg"
Наименование^Планка с 6-ю подвижными крючками Ledeme 301W L30191W-6,Категория^aksessuary,Артикул^L30191W-6,Коллекция^301W,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,Способ монтажа^Настенные,"Цвет^Белые, Белый/хром, Хром","Материал^Металлические, Пластиковые",Стиль^Современные,Назначение^Для полотенец,Количество^6 крючков,"images_path^./images/aksessuary//L30191W-6/kryuchok-ledeme-l30191w-60011.jpg,./images/aksessuary//L30191W-6/kryuchok-ledeme-l30191w-60021.jpg"
Наименование^Бумагодержатель Ledeme 35 L3503 Хром,Категория^aksessuary,Артикул^L3503,Коллекция^35,Размеры (см.)^–x–x– см.,Материал^Латунь,Цвет^Хром,Гарантийный срок^1 год,Страна^Китай China,Материал^Металлические,images_path^./images/aksessuary//L3503/derzhatel-dlya-tualetnoj-bumagi-ledeme-l35031.jpg
Наименование^Полочка для ванной Ledeme 38 L3807,Категория^aksessuary,Артикул^L3807,Коллекция^38,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Страна^Китай China,"Способ монтажа^На два отверстия, Настенные",Цвет^Белые,Материал^Пластиковые,Стиль^Современные,Форма^Прямые,Ярусы^Одноярусные,images_path^./images/aksessuary//L3807/polka-ledeme-l38071.jpg
Наименование^Дозатор жидкого мыла Ledeme  L405F,Категория^aksessuary,Артикул^L405F,Размеры (см.)^–x–x– см.,Гарантийный срок^1 год,Объем^0.24 л,"Цвет^Белые, Черные","Материал^Металлические, Пластиковые",Стиль^Современные,Назначение^Для кухни,images_path^./images/aksessuary//L405F/dozator-zhidkogo-myla-ledeme-l405f0011.jpg
